usage_id,user_id,tool_id,usage_date,sessions,prompts,minutes_used,tokens_used,tasks_completed
234657,4942,25,2025-06-29,9,33,195,50754,20
234658,4942,23,2025-07-02,5,79,92,81528,8
234659,4942,10,2025-11-28,9,59,341,109268,15
234660,4942,7,2026-05-04,6,81,123,152442,14
234661,4942,3,2025-12-18,7,64,111,122624,13
234662,4942,9,2025-07-21,7,83,190,165917,22
234663,4942,9,2025-10-24,5,120,164,146040,11
234664,4942,10,2026-01-24,5,52,259,101764,9
234665,4942,4,2026-02-14,7,123,225,143418,16
234666,4942,7,2025-08-10,7,95,145,103360,21
234667,4942,4,2026-04-07,12,109,344,179196,19
234668,4942,9,2026-04-16,6,54,312,66258,13
234669,4942,6,2025-08-18,12,63,286,117873,24
234670,4942,25,2025-08-25,4,78,228,110058,20
234671,4942,21,2025-11-15,7,74,123,122174,12
234672,4942,1,2026-03-17,10,86,136,165464,14
234673,4942,24,2026-06-20,8,52,165,76388,13
234674,4942,10,2025-07-22,11,97,252,143948,13
234675,4942,1,2026-04-06,10,139,284,235744,24
234676,4942,25,2025-12-04,7,96,130,150432,14
234677,4942,23,2026-04-12,4,45,196,42975,11
234678,4942,14,2026-04-12,4,35,67,33845,17
234679,4942,6,2025-08-30,5,96,192,82272,20
234680,4942,21,2025-12-16,8,60,215,105840,19
234681,4942,10,2025-09-24,6,85,171,91035,16
234682,4942,25,2026-01-23,12,60,238,87000,15
234683,4942,12,2026-03-07,4,46,89,72312,14
234684,4942,24,2026-01-24,11,36,197,47232,19
234685,4942,21,2025-10-01,12,73,144,130816,12
234686,4942,15,2026-02-02,7,37,142,64047,14
234687,4942,21,2025-06-22,9,53,165,72928,15
234688,4942,24,2025-06-18,5,50,90,91750,15
234689,4942,10,2025-07-03,5,59,330,63838,11
234690,4942,21,2026-06-23,10,78,215,134940,21
234691,4942,22,2026-03-01,12,54,108,77328,16
234692,4942,9,2026-06-30,11,98,171,113974,17
234693,4942,9,2025-09-18,12,114,338,201552,23
234694,4942,24,2026-04-01,5,64,101,75200,16
234695,4942,10,2025-11-20,5,78,133,140400,20
234696,4942,23,2026-01-27,10,83,126,114042,20
234697,4942,25,2025-07-09,6,87,188,140244,21
234698,4942,25,2026-05-10,4,44,220,39248,13
234699,4942,24,2026-01-24,10,80,160,126480,15
234700,4942,11,2026-01-03,12,51,104,70431,19
234701,4942,6,2025-09-13,11,84,326,71232,9
234702,4942,25,2026-01-28,4,59,160,53808,22
234703,4942,22,2025-09-24,8,58,218,99760,8
234704,4942,4,2026-05-09,5,51,297,96288,25
234705,4942,25,2026-05-31,4,38,201,41838,18
234706,4942,24,2026-05-15,4,67,186,66531,10
234707,4942,24,2026-03-31,11,34,124,54774,18
234708,4942,25,2026-05-30,10,92,171,74888,20
234709,4942,8,2025-10-21,5,110,126,176550,12
234710,4942,8,2025-12-01,10,70,121,134470,24
234711,4942,9,2025-08-08,12,118,307,191042,23
234712,4942,25,2026-04-18,12,80,209,125680,21
234713,4942,24,2026-01-23,6,57,204,97470,18
234714,4942,10,2025-12-27,6,114,124,111834,10
234715,4942,7,2025-06-19,4,111,107,141525,12
234716,4942,22,2026-05-01,8,41,130,39196,11
234717,4942,21,2026-04-01,5,85,149,137020,18
234718,4942,5,2026-01-06,12,79,152,151285,14
234719,4942,12,2025-12-07,9,32,91,52256,17
234720,4942,25,2025-09-11,9,91,221,83174,14
234721,4942,9,2026-01-03,12,51,159,49113,23
234722,4942,4,2026-05-17,8,140,138,232400,15
234723,4942,5,2025-08-21,8,95,233,151050,11
234724,4942,8,2026-03-20,12,96,99,139872,18
234725,4942,7,2025-12-06,10,58,300,79750,17
234726,4942,9,2025-10-22,5,63,238,108486,11
234727,4942,11,2026-04-26,5,83,265,102256,15
234728,4942,24,2026-06-11,10,60,82,52080,14
234729,4942,23,2025-12-29,4,48,140,85536,18
234730,4942,9,2026-01-12,7,78,180,146328,10
234731,4942,14,2025-10-01,10,67,184,59228,8
234732,4942,9,2025-12-17,7,79,182,139830,23
234733,4942,25,2025-12-09,12,43,200,48375,17
234734,4942,8,2025-11-30,4,63,134,75222,19
234735,4942,22,2025-10-19,9,91,188,170352,21
234736,4942,24,2025-09-20,6,49,238,54831,20
234737,4942,14,2026-06-08,10,81,144,67392,22
234738,4942,24,2026-05-14,5,48,196,87744,11
234739,4942,24,2025-07-16,12,68,124,76976,14
234740,4942,24,2025-11-21,9,53,233,48177,17
234741,4942,10,2025-09-07,5,98,241,191590,9
234742,4942,6,2025-11-03,7,45,265,58410,8
234743,4942,1,2025-10-30,5,105,247,208425,8
234744,4942,25,2025-08-07,7,37,172,32782,8
234745,4942,8,2025-11-21,6,93,261,75051,20
234746,4942,24,2025-12-17,12,40,91,61760,17
234747,4942,8,2026-06-28,12,97,136,91665,13
234748,4942,3,2025-06-15,7,56,186,90440,19
234749,4942,11,2026-04-23,4,102,219,197880,14
234750,4942,14,2025-07-02,9,70,85,88130,13
234751,4942,25,2025-08-05,11,46,189,47242,11
234752,4942,24,2025-12-06,5,36,84,64944,15
234753,4942,10,2025-06-29,7,82,156,107584,17
234754,4942,9,2025-06-23,9,79,251,157842,18
234755,4943,25,2026-02-23,4,14,46,5446,2
234756,4943,11,2026-03-13,3,21,67,6552,4
234757,4943,25,2026-04-22,1,4,16,1792,5
234758,4943,18,2026-05-29,2,24,64,15144,3
234759,4943,9,2026-03-11,4,5,28,2735,3
234760,4943,11,2026-03-04,4,14,25,6636,3
234761,4943,7,2025-12-25,2,20,39,12400,5
234762,4943,10,2025-12-17,4,20,55,13720,5
234763,4943,9,2026-06-15,4,5,54,3005,5
234764,4943,8,2026-04-18,3,20,48,8040,5
234765,4943,8,2026-06-21,3,20,40,13180,1
234766,4943,24,2026-05-20,4,8,23,4056,2
234767,4943,10,2025-12-08,4,8,59,2800,3
234768,4943,9,2026-06-05,4,19,55,8892,1
234769,4943,24,2026-05-25,4,14,41,6986,4
234770,4943,25,2025-12-10,1,5,20,2740,2
234771,4943,21,2026-04-07,1,9,45,4671,3
234772,4943,11,2025-12-12,3,20,24,6340,3
234773,4943,18,2026-01-04,4,15,52,7785,2
234774,4943,11,2026-06-10,4,9,57,6120,2
234775,4943,20,2026-02-15,1,21,20,8421,1
234776,4943,7,2026-01-31,3,20,40,12880,5
234777,4943,9,2026-05-23,2,8,60,2960,2
234778,4943,18,2026-01-12,2,14,57,8904,3
234779,4943,11,2026-05-07,4,21,32,6489,5
234780,4943,9,2026-04-08,1,23,52,9131,1
234781,4943,9,2026-02-28,1,19,50,6631,5
234782,4943,25,2026-02-28,4,16,46,10000,1
234783,4943,10,2025-12-23,2,9,66,4446,1
234784,4943,9,2025-12-17,3,6,64,3084,2
234785,4943,9,2026-03-13,4,6,64,2682,3
234786,4943,9,2026-04-11,4,17,40,6715,2
234787,4943,23,2026-04-14,2,9,15,5121,5
234788,4943,11,2026-05-13,4,23,40,14743,4
234789,4943,11,2026-01-08,2,18,62,7146,2
234790,4943,24,2026-04-16,2,8,45,3616,4
234791,4943,9,2026-04-14,2,9,32,5913,3
234792,4943,11,2025-12-18,1,20,63,10780,5
234793,4943,24,2026-02-19,2,10,17,4090,5
234794,4943,18,2026-02-21,2,12,30,8220,4
234795,4943,19,2026-04-14,3,15,30,9000,1
234796,4943,19,2026-04-09,4,9,64,4140,2
234797,4943,11,2026-06-30,4,8,28,3328,5
234798,4943,10,2026-05-25,3,19,43,11362,2
234799,4943,9,2026-02-23,2,11,41,3806,2
234800,4943,10,2026-03-21,1,6,41,3756,5
234801,4943,25,2026-01-27,1,16,46,5200,5
234802,4943,10,2026-05-31,4,6,31,1884,3
234803,4943,6,2026-06-20,3,5,18,2295,5
234804,4943,24,2026-06-04,4,11,15,7062,3
234805,4943,7,2026-06-29,4,8,37,3496,1
234806,4943,11,2026-04-07,2,8,47,4632,2
234807,4944,25,2026-04-15,1,2,4,502,2
234808,4944,4,2025-12-27,1,1,16,201,1
234809,4944,24,2025-10-15,2,3,12,627,0
234810,4944,24,2025-10-20,1,3,18,552,1
234811,4944,25,2026-02-02,1,5,12,1665,2
234812,4944,24,2025-08-30,1,1,16,363,0
234813,4944,9,2025-11-09,1,1,12,333,2
234814,4944,5,2025-11-29,1,1,11,217,1
234815,4944,5,2025-07-27,2,6,14,1812,0
234816,4944,6,2025-07-03,2,4,19,1200,2
234817,4944,10,2026-05-24,2,5,11,905,1
234818,4944,25,2026-04-02,1,1,20,202,2
234819,4944,6,2026-06-09,1,2,19,650,1
234820,4944,5,2026-02-24,2,4,26,1452,1
234821,4944,14,2025-11-02,1,4,17,1288,2
234822,4944,9,2026-03-23,2,2,6,514,1
234823,4944,7,2026-01-27,1,2,22,368,0
234824,4944,22,2025-10-26,1,7,8,2618,0
234825,4944,24,2025-11-21,1,2,17,464,0
234826,4944,21,2026-01-11,2,2,4,698,0
234827,4945,25,2026-02-06,3,5,36,1580,4
234828,4945,5,2026-06-19,2,5,22,3320,2
234829,4945,23,2026-05-14,4,10,32,5660,3
234830,4945,24,2026-04-01,3,9,30,5130,3
234831,4945,24,2025-11-26,4,12,32,6912,3
234832,4945,15,2026-01-02,1,10,29,5760,4
234833,4945,25,2025-12-28,3,15,14,5325,2
234834,4945,21,2025-11-25,3,9,52,4383,2
234835,4945,23,2026-03-15,1,9,24,4347,3
234836,4945,22,2025-11-16,3,16,40,8544,3
234837,4945,24,2025-12-14,2,9,31,5706,4
234838,4945,25,2026-04-26,2,15,13,6210,1
234839,4945,10,2025-10-30,4,10,42,6360,1
234840,4945,11,2025-11-25,3,12,63,3888,1
234841,4945,10,2026-03-05,4,11,67,7414,2
234842,4945,24,2026-02-08,2,5,28,3275,4
234843,4945,8,2026-04-18,1,5,51,2655,2
234844,4945,10,2026-05-21,4,14,44,6314,4
234845,4945,24,2025-11-20,4,12,31,8256,3
234846,4945,7,2025-11-08,4,18,25,5814,3
234847,4945,9,2026-05-06,2,19,52,9272,1
234848,4945,2,2025-12-13,4,8,42,2616,2
234849,4945,25,2025-11-23,4,5,33,2545,2
234850,4945,1,2026-06-09,4,10,22,5670,1
234851,4945,25,2026-01-30,4,4,12,1856,2
234852,4945,6,2026-02-06,4,9,59,2727,2
234853,4945,3,2026-03-14,3,15,66,10440,5
234854,4945,10,2025-12-30,1,18,57,5400,5
234855,4945,23,2025-11-17,1,5,33,1845,3
234856,4945,25,2026-01-19,1,8,22,2608,1
234857,4945,7,2026-02-22,2,16,63,7952,3
234858,4946,24,2026-03-24,6,39,46,46800,9
234859,4946,25,2026-04-09,2,30,86,20490,7
234860,4946,21,2026-01-14,6,18,79,18630,8
234861,4946,11,2025-11-23,7,46,112,43240,6
234862,4946,5,2025-12-24,4,20,64,13900,4
234863,4946,6,2026-03-29,4,41,165,35916,10
234864,4946,8,2026-05-21,6,47,127,43052,7
234865,4946,24,2025-12-04,3,38,46,33516,6
234866,4946,10,2025-11-08,2,42,151,24192,10
234867,4946,21,2026-04-06,4,18,82,10458,8
234868,4946,9,2026-01-10,7,29,169,18154,10
234869,4946,25,2025-09-29,7,28,50,20104,11
234870,4946,25,2025-11-24,5,26,74,21346,8
234871,4946,5,2025-11-26,4,50,144,34400,3
234872,4946,10,2025-11-05,7,35,80,29330,10
234873,4946,11,2026-03-13,4,20,102,17180,3
234874,4946,10,2026-04-15,4,28,85,18648,3
234875,4946,11,2025-10-01,5,48,134,36960,9
234876,4946,2,2025-10-19,2,26,132,19422,5
234877,4946,25,2026-05-24,4,29,47,33872,7
234878,4946,6,2026-05-20,2,31,77,23250,7
234879,4946,9,2025-12-28,2,34,109,23426,10
234880,4946,6,2025-09-24,2,48,141,30720,11
234881,4946,24,2026-04-14,7,20,104,12180,12
234882,4946,24,2026-04-10,3,12,49,13632,4
234883,4946,9,2025-12-19,5,55,65,54120,8
234884,4946,7,2025-09-30,2,47,163,28623,10
234885,4946,24,2025-09-28,7,12,34,7992,7
234886,4946,9,2025-12-12,3,42,169,48804,3
234887,4946,12,2026-02-28,2,21,39,23058,7
234888,4946,25,2026-05-11,6,32,115,27776,8
234889,4946,21,2026-05-29,5,35,47,25445,7
234890,4946,7,2026-06-20,2,55,61,39545,7
234891,4946,10,2026-05-01,4,18,72,11718,12
234892,4946,13,2026-06-29,7,34,36,35700,10
234893,4946,21,2026-05-03,6,39,46,46605,12
234894,4946,9,2026-01-14,5,23,103,17204,9
234895,4946,10,2025-12-19,6,34,148,37876,4
234896,4946,4,2025-12-10,7,56,174,55104,12
234897,4946,25,2026-04-16,3,18,73,10782,7
234898,4946,8,2025-12-20,5,37,116,41810,4
234899,4946,25,2026-06-17,5,14,67,7224,11
234900,4946,25,2025-10-30,3,36,105,22104,3
234901,4946,9,2026-04-06,2,48,109,53520,5
234902,4946,6,2026-04-09,6,25,155,20675,12
234903,4946,9,2026-01-09,4,31,147,16058,10
234904,4946,21,2026-04-18,7,42,120,44898,7
234905,4946,4,2025-09-20,7,40,153,46520,4
234906,4946,25,2025-12-03,3,25,115,17575,4
234907,4946,11,2025-12-01,2,23,119,15755,4
234908,4946,9,2026-04-02,6,28,170,30128,12
234909,4946,25,2026-03-07,2,27,63,31698,9
234910,4946,24,2026-04-20,5,37,71,27787,11
234911,4946,9,2026-05-07,3,21,152,16506,5
234912,4946,25,2026-06-08,5,17,49,17221,6
234913,4946,5,2026-06-14,2,16,62,15376,4
234914,4946,8,2025-12-27,5,52,61,51896,8
234915,4946,6,2025-10-09,3,48,113,25200,7
234916,4946,5,2025-12-18,6,45,113,33120,3
234917,4946,8,2026-04-22,4,37,129,30155,9
234918,4946,25,2025-11-10,2,16,38,10384,10
234919,4946,4,2026-06-09,5,56,163,61936,8
234920,4946,5,2026-06-01,6,42,148,44310,8
234921,4946,2,2026-06-08,4,18,49,17964,3
234922,4946,4,2026-02-11,3,54,68,62910,10
234923,4946,23,2026-04-22,5,14,90,16604,3
234924,4946,8,2025-11-09,5,53,99,57134,4
234925,4946,1,2026-04-17,4,34,132,32708,6
234926,4946,7,2025-10-12,6,49,80,31507,8
234927,4946,24,2026-06-30,5,15,105,10650,9
234928,4946,5,2025-12-12,5,46,88,46690,3
234929,4947,9,2025-09-25,3,9,69,5571,5
234930,4947,3,2025-05-31,2,9,52,4185,1
234931,4947,1,2025-08-08,2,7,69,4620,5
234932,4947,24,2025-08-10,4,16,44,10144,2
234933,4947,6,2025-12-18,2,8,23,5328,5
234934,4947,24,2025-09-08,1,7,28,2310,1
234935,4947,21,2026-06-15,1,6,39,3510,4
234936,4947,25,2026-03-25,3,12,41,4620,5
234937,4947,24,2025-11-10,2,7,42,3066,4
234938,4947,1,2025-09-29,4,24,37,11112,2
234939,4947,24,2026-03-07,3,4,45,2344,2
234940,4947,6,2025-11-30,2,22,59,15290,2
234941,4947,25,2025-07-15,4,8,14,4472,1
234942,4947,8,2025-09-16,2,19,56,12407,4
234943,4947,24,2025-05-14,2,6,22,2304,4
234944,4947,2,2026-01-24,3,6,21,3978,4
234945,4947,4,2025-09-04,4,8,19,4376,3
234946,4947,6,2025-07-20,2,7,45,2506,1
234947,4947,25,2025-06-02,2,13,19,4069,2
234948,4947,8,2026-05-05,1,15,37,7665,5
234949,4947,6,2025-12-19,4,17,57,5185,3
234950,4947,9,2025-06-27,2,11,66,4257,5
234951,4947,11,2026-01-27,2,13,44,3939,2
234952,4947,11,2025-08-18,3,19,51,12426,3
234953,4947,25,2026-04-08,3,12,20,7740,2
234954,4947,24,2025-11-12,1,7,39,4074,2
234955,4947,25,2025-10-16,2,12,24,7524,4
234956,4947,24,2026-04-01,1,5,24,1650,5
234957,4947,22,2026-01-09,2,9,30,4158,1
234958,4947,25,2025-11-24,2,8,45,4080,2
234959,4947,2,2026-06-10,1,8,33,2616,2
234960,4947,24,2025-12-28,1,10,24,6490,2
234961,4947,7,2026-02-09,2,5,18,3225,4
234962,4947,9,2026-01-05,2,10,32,3550,2
234963,4947,7,2025-11-08,2,15,47,8805,1
234964,4947,10,2026-02-07,2,14,21,5978,4
234965,4947,24,2025-09-14,4,9,12,5319,5
234966,4947,14,2025-08-30,2,3,28,2088,3
234967,4947,15,2025-12-05,1,10,16,4220,4
234968,4947,25,2025-07-25,3,5,19,2310,3
234969,4947,6,2025-09-18,2,9,27,2979,2
234970,4947,24,2025-10-01,1,8,14,2952,5
234971,4947,1,2026-04-13,3,24,52,11496,2
234972,4947,25,2025-11-25,2,13,40,6773,1
234973,4947,24,2025-08-04,3,8,32,3696,4
234974,4947,22,2026-01-07,2,9,48,5067,3
234975,4947,24,2026-02-14,3,9,12,4833,2
234976,4948,19,2026-06-26,6,122,152,121390,11
234977,4948,20,2026-02-25,8,114,326,162678,21
234978,4948,21,2026-06-18,7,80,180,90720,22
234979,4948,3,2026-06-28,4,108,246,184140,12
234980,4948,20,2026-02-06,8,94,220,131318,20
234981,4948,18,2026-06-18,7,90,114,136260,13
234982,4948,1,2026-04-06,12,121,168,160083,18
234983,4948,18,2026-02-14,9,73,321,103660,24
234984,4948,19,2026-06-19,12,85,350,99195,22
234985,4948,10,2026-05-23,5,104,171,133848,9
234986,4948,20,2026-04-12,11,79,178,86110,21
234987,4948,21,2026-01-13,10,93,123,161820,24
234988,4948,4,2026-02-02,11,96,321,111936,12
234989,4948,23,2026-04-16,7,92,199,157872,9
234990,4948,19,2026-05-31,7,85,202,119340,9
234991,4948,1,2026-05-29,10,82,164,75112,18
234992,4948,11,2026-06-08,7,119,334,237762,21
234993,4948,20,2026-04-17,7,70,345,98770,18
234994,4948,3,2026-02-22,6,109,350,182793,21
234995,4948,10,2026-02-28,5,90,192,92700,16
234996,4948,11,2026-02-08,4,92,150,109664,19
234997,4948,9,2026-04-25,7,74,308,74370,13
234998,4948,19,2026-01-10,6,106,174,95082,23
234999,4948,2,2026-06-26,5,51,267,75633,17
235000,4948,9,2026-06-30,8,89,175,105198,20
235001,4948,24,2026-03-10,9,48,113,47088,20
235002,4948,19,2026-04-02,10,110,334,111430,12
235003,4948,18,2026-01-18,9,109,170,97446,16
235004,4948,10,2026-06-05,11,93,152,100161,21
235005,4948,19,2026-05-17,10,57,154,47025,22
235006,4948,19,2026-03-21,6,66,169,90618,10
235007,4948,20,2026-02-10,10,51,255,97767,23
235008,4948,20,2026-04-22,4,118,267,186676,25
235009,4948,23,2026-05-15,8,75,132,95250,14
235010,4948,1,2026-01-25,7,141,272,260427,21
235011,4948,3,2026-06-15,8,70,267,68390,23
235012,4948,18,2026-03-30,8,58,232,110200,25
235013,4948,20,2026-02-27,6,79,294,66439,18
235014,4948,7,2026-04-16,7,111,190,189366,24
235015,4948,4,2026-02-02,6,69,357,90804,19
235016,4948,1,2026-01-09,9,52,327,83356,15
235017,4948,10,2026-06-14,4,86,332,111198,8
235018,4948,1,2026-03-19,11,122,344,226920,11
235019,4948,2,2026-06-14,12,91,177,111930,18
235020,4948,19,2026-05-17,7,120,262,132960,14
235021,4948,8,2026-02-24,10,116,161,173072,25
235022,4948,23,2026-05-05,9,62,202,79360,18
235023,4948,24,2026-05-15,11,42,160,36708,8
235024,4948,23,2026-03-01,9,71,175,58362,10
235025,4948,18,2026-05-29,8,94,158,146452,24
235026,4948,20,2026-05-08,10,126,235,214956,10
235027,4948,4,2026-02-08,7,79,258,101357,19
235028,4948,20,2026-04-14,11,132,327,249216,8
235029,4948,8,2026-01-10,8,119,216,210035,9
235030,4948,19,2026-04-28,4,72,205,96120,20
235031,4948,18,2026-01-22,9,111,175,145632,14
235032,4948,21,2026-05-09,4,56,135,45080,20
235033,4948,11,2026-05-27,11,128,250,164224,22
235034,4948,8,2026-05-22,5,132,293,222024,19
235035,4948,18,2026-01-07,6,114,199,226746,8
235036,4948,3,2026-05-15,12,108,283,121392,10
235037,4948,1,2026-04-24,8,72,318,114480,24
235038,4948,7,2026-05-09,7,60,301,103200,19
235039,4948,19,2026-06-10,12,121,291,132616,20
235040,4948,18,2026-06-19,8,52,308,43472,23
235041,4948,10,2026-01-31,8,93,104,79236,9
235042,4948,18,2026-06-27,9,110,259,218020,10
235043,4948,20,2026-06-26,11,64,273,92864,19
235044,4948,10,2026-05-27,12,120,114,176400,19
235045,4948,18,2026-01-04,7,106,228,121370,17
235046,4948,11,2026-01-10,11,118,238,100890,21
235047,4948,3,2026-01-12,8,130,356,257010,19
235048,4948,18,2026-04-20,7,141,232,119991,11
235049,4948,11,2026-01-13,8,59,302,97291,11
235050,4948,2,2026-02-12,11,49,181,49833,9
235051,4948,19,2026-03-07,4,114,303,124260,18
235052,4948,22,2026-04-24,9,99,268,116919,17
235053,4948,10,2026-06-13,11,104,166,102024,23
235054,4948,5,2026-02-11,7,88,210,95744,17
235055,4948,23,2026-03-18,8,89,215,86686,14
235056,4948,18,2026-05-30,7,116,237,168084,20
235057,4948,23,2026-06-05,11,70,183,85540,16
235058,4948,11,2026-03-04,11,131,189,115149,24
235059,4948,24,2026-04-26,6,45,141,75645,11
235060,4948,24,2026-03-04,6,77,223,145607,23
235061,4948,24,2026-05-29,10,92,195,105708,11
235062,4948,19,2026-06-09,9,111,260,196248,13
235063,4948,19,2026-04-22,10,102,232,132090,18
235064,4948,10,2026-04-02,11,123,312,99015,16
235065,4948,18,2026-06-14,5,135,114,254475,19
235066,4948,20,2026-02-17,5,76,333,116204,8
235067,4948,18,2026-02-05,9,91,352,144781,12
235068,4948,3,2026-03-27,12,82,171,132348,10
235069,4948,19,2026-03-01,6,128,206,192128,19
235070,4948,11,2026-01-26,6,117,264,134784,18
235071,4948,2,2026-04-26,5,111,117,123210,19
235072,4948,3,2026-05-16,11,57,214,57399,12
235073,4948,10,2026-05-02,8,83,342,150064,8
235074,4948,1,2026-04-24,12,126,159,194166,14
235075,4948,3,2026-06-22,4,129,348,137643,20
235076,4948,11,2026-04-09,4,48,140,79392,20
235077,4948,23,2026-05-03,5,52,192,94900,20
235078,4948,19,2026-01-09,9,134,165,177282,25
235079,4948,10,2026-05-10,9,75,181,144675,16
235080,4948,19,2026-01-23,6,100,300,183800,11
235081,4948,19,2026-06-13,11,115,124,129490,10
235082,4948,9,2026-03-24,10,67,117,86765,11
235083,4948,21,2025-12-28,9,57,259,76608,11
235084,4948,2,2026-04-05,8,99,328,134937,10
235085,4948,9,2026-01-06,9,106,332,107908,22
235086,4948,20,2026-04-06,12,104,159,163488,8
235087,4948,20,2026-06-09,11,82,319,87822,21
235088,4948,18,2026-01-16,5,105,116,168630,19
235089,4948,22,2026-02-08,9,95,169,163020,20
235090,4948,18,2026-04-25,10,115,159,147890,16
235091,4948,19,2026-06-27,4,75,159,74775,12
235092,4948,18,2026-06-04,11,81,322,141426,12
235093,4948,20,2026-01-01,11,86,300,142072,17
235094,4948,22,2026-02-22,7,69,209,59892,23
235095,4948,20,2026-01-11,8,139,319,231991,8
235096,4948,20,2026-02-19,8,106,222,180412,21
235097,4948,20,2026-04-09,6,90,205,78750,16
235098,4948,8,2026-05-16,8,96,100,81024,20
235099,4948,19,2026-03-24,11,81,313,110322,13
235100,4948,21,2026-02-07,10,107,235,121552,15
235101,4948,18,2026-06-06,6,70,345,71750,25
235102,4948,1,2026-06-03,8,97,156,119698,17
235103,4948,11,2026-02-08,10,117,211,224757,24
235104,4948,10,2026-06-10,10,132,201,106128,17
235105,4948,1,2026-06-07,5,72,165,62568,25
235106,4948,18,2026-03-04,11,74,177,116402,13
235107,4948,2,2026-02-12,10,103,142,191271,12
235108,4949,25,2025-07-22,1,4,17,1248,2
235109,4949,10,2026-03-24,2,5,5,1135,1
235110,4949,24,2025-08-30,1,5,8,1225,1
235111,4949,24,2025-10-01,1,6,9,1686,0
235112,4949,22,2025-12-26,1,4,17,1208,0
235113,4949,7,2025-05-04,1,5,25,1600,0
235114,4949,9,2025-09-26,1,8,16,1944,1
235115,4949,8,2026-01-23,2,7,25,2632,0
235116,4949,25,2025-07-13,1,1,18,219,2
235117,4949,25,2026-02-16,1,6,9,1668,0
235118,4949,23,2025-06-14,1,6,12,1080,1
235119,4949,24,2026-03-01,1,5,16,915,2
235120,4949,6,2026-05-01,1,6,12,1062,0
235121,4949,24,2025-12-02,2,2,12,786,2
235122,4949,14,2025-09-25,1,1,16,228,2
235123,4949,25,2025-05-07,1,4,15,668,0
235124,4949,25,2025-07-14,2,5,11,890,1
235125,4949,10,2025-10-03,1,2,28,346,0
235126,4949,22,2025-06-20,1,7,22,2387,2
235127,4949,10,2026-02-01,1,5,16,1775,1
235128,4950,15,2026-02-18,3,11,98,9328,5
235129,4950,27,2026-02-05,6,40,58,36040,9
235130,4950,16,2026-03-17,4,15,44,17565,9
235131,4950,28,2026-04-16,6,24,58,25080,8
235132,4950,26,2026-03-23,7,17,81,18377,12
235133,4950,12,2026-04-16,3,28,68,29316,11
235134,4950,16,2026-04-30,6,20,72,13060,4
235135,4950,15,2026-03-04,7,25,29,18175,9
235136,4950,26,2026-02-06,6,22,133,25608,4
235137,4950,15,2026-03-31,3,15,70,14610,11
235138,4950,26,2026-03-31,5,46,148,32154,8
235139,4950,10,2026-04-06,7,33,156,23529,11
235140,4950,13,2026-03-12,6,23,66,24012,7
235141,4950,8,2026-06-19,6,23,74,13961,10
235142,4950,16,2026-04-15,6,19,65,10849,9
235143,4950,15,2026-05-10,7,16,56,9072,9
235144,4950,28,2026-03-14,7,28,100,25536,11
235145,4950,13,2026-05-30,5,33,74,28083,3
235146,4950,6,2026-04-09,5,42,128,33012,4
235147,4950,7,2026-04-25,6,34,88,29376,9
235148,4950,26,2026-06-26,3,44,145,26840,7
235149,4950,11,2026-04-18,3,17,165,11985,12
235150,4950,10,2026-06-29,6,37,165,25160,3
235151,4950,8,2026-05-08,4,31,103,18569,9
235152,4950,8,2026-02-28,3,16,146,13584,12
235153,4950,27,2026-05-19,6,19,149,14516,12
235154,4950,7,2026-01-25,3,20,105,23620,9
235155,4950,27,2026-06-25,7,35,132,22365,10
235156,4950,12,2026-01-26,2,19,54,10336,5
235157,4950,17,2026-03-07,7,14,50,12656,6
235158,4950,28,2026-06-09,6,21,62,15456,3
235159,4950,28,2026-02-07,3,47,49,48316,9
235160,4950,11,2026-03-24,4,46,111,27278,3
235161,4950,28,2026-04-19,4,43,108,49536,10
235162,4950,26,2026-06-02,2,26,141,19032,7
235163,4950,16,2026-06-30,2,19,24,21812,10
235164,4950,28,2026-05-03,5,31,89,17732,4
235165,4950,11,2026-03-03,6,20,172,20720,6
235166,4950,26,2026-06-09,7,46,124,46092,12
235167,4950,10,2026-02-19,6,56,135,66416,7
235168,4950,15,2026-04-12,7,18,43,10566,7
235169,4950,6,2026-03-07,2,45,152,52470,3
235170,4950,12,2026-05-23,7,29,67,26332,12
235171,4950,8,2026-02-13,2,27,101,18117,6
235172,4950,8,2026-02-15,2,26,79,26000,5
235173,4950,26,2026-01-24,5,16,144,13776,11
235174,4950,14,2026-03-23,6,30,72,32670,4
235175,4950,27,2026-06-01,3,15,118,8430,5
235176,4950,17,2026-02-12,6,13,20,6942,5
235177,4950,17,2026-06-13,7,8,40,5160,3
235178,4950,9,2026-06-07,3,24,142,26280,8
235179,4950,7,2026-05-21,7,22,137,25080,5
235180,4950,27,2026-06-25,6,48,77,49824,4
235181,4950,28,2026-04-07,5,26,98,24674,10
235182,4950,8,2026-04-06,4,50,126,50750,5
235183,4950,14,2026-04-24,2,16,95,9600,3
235184,4950,15,2026-06-17,3,26,95,30654,11
235185,4950,9,2026-02-03,7,33,169,35013,9
235186,4950,10,2026-06-18,2,34,94,22066,4
235187,4950,11,2026-05-07,6,27,114,22869,10
235188,4950,28,2026-02-10,3,48,124,50544,10
235189,4950,28,2026-03-18,3,37,124,24161,6
235190,4950,8,2026-03-23,4,38,165,42408,3
235191,4950,11,2026-04-02,4,36,124,41184,5
235192,4950,28,2026-03-19,6,34,76,40052,3
235193,4950,28,2026-06-30,6,24,106,15360,5
