subscription_id,user_id,tool_id,plan,monthly_price,start_date,end_date,status
2429,5182,14,Team,59.99,2026-01-16,,Active
2430,5182,25,Basic,9.99,2025-11-16,,Active
2431,5183,4,Pro,24.99,2026-03-03,,Active
2432,5183,7,Basic,9.99,2026-06-05,,Active
2433,5184,12,Pro,24.99,2025-12-25,,Active
2434,5184,17,Team,59.99,2026-01-15,,Active
2435,5186,28,Team,59.99,2026-01-12,2026-04-13,Cancelled
2436,5186,26,Basic,9.99,2026-05-03,,Active
2437,5187,22,Team,59.99,2025-12-16,,Active
2438,5189,19,Team,59.99,2026-01-21,,Active
2439,5190,4,Pro,24.99,2026-05-03,,Active
2440,5191,7,Team,59.99,2026-05-09,,Active
2441,5193,5,Pro,24.99,2026-03-05,,Active
2442,5193,6,Team,59.99,2025-10-25,,Active
2443,5194,30,Pro,24.99,2026-01-15,,Active
2444,5194,5,Basic,9.99,2025-11-26,,Active
2445,5201,30,Enterprise,149.99,2026-03-17,,Active
2446,5203,10,Basic,9.99,2026-04-13,,Active
2447,5203,10,Pro,24.99,2025-08-20,,Active
2448,5205,9,Basic,9.99,2026-03-23,,Active
2449,5207,6,Basic,9.99,2026-01-27,,Active
2450,5208,7,Basic,9.99,2025-05-08,,Active
2451,5208,8,Enterprise,149.99,2025-05-11,,Active
2452,5212,2,Pro,24.99,2026-01-19,,Active
2453,5213,7,Enterprise,149.99,2025-12-25,2026-04-19,Cancelled
2454,5214,6,Pro,24.99,2025-08-12,,Active
2455,5220,2,Team,59.99,2026-06-24,,Active
2456,5222,10,Basic,9.99,2025-03-05,,Active
2457,5222,20,Pro,24.99,2025-07-21,,Active
2458,5223,1,Pro,24.99,2026-03-28,,Active
2459,5224,27,Basic,9.99,2025-11-26,,Active
2460,5224,26,Pro,24.99,2025-06-21,,Active
2461,5225,20,Basic,9.99,2026-04-09,,Active
2462,5227,25,Pro,24.99,2025-04-25,,Active
2463,5228,1,Team,59.99,2026-03-21,,Active
2464,5230,11,Basic,9.99,2025-12-17,,Active
2465,5230,1,Team,59.99,2026-06-14,,Active
2466,5234,11,Basic,9.99,2026-04-16,,Active
2467,5240,9,Basic,9.99,2025-09-21,,Active
2468,5241,2,Pro,24.99,2026-04-02,,Active
2469,5243,22,Pro,24.99,2025-11-15,,Active
2470,5246,18,Pro,24.99,2025-11-25,,Active
2471,5247,6,Basic,9.99,2026-01-31,,Active
2472,5247,24,Basic,9.99,2025-11-10,,Active
2473,5248,26,Team,59.99,2025-06-16,2025-11-08,Cancelled
2474,5251,21,Enterprise,149.99,2026-04-01,,Active
2475,5255,4,Pro,24.99,2026-04-12,,Active
2476,5256,7,Pro,24.99,2025-07-08,2025-12-27,Cancelled
2477,5261,12,Enterprise,149.99,2025-12-24,,Active
2478,5262,16,Team,59.99,2025-07-04,,Active
2479,5265,4,Pro,24.99,2026-01-27,,Active
2480,5272,23,Team,59.99,2025-10-31,,Active
2481,5272,22,Basic,9.99,2025-06-09,,Active
2482,5275,5,Pro,24.99,2026-02-22,,Active
2483,5276,19,Basic,9.99,2025-10-21,,Active
2484,5277,4,Pro,24.99,2025-09-13,,Active
2485,5279,8,Enterprise,149.99,2025-05-23,,Active
2486,5280,30,Basic,9.99,2026-01-03,,Active
2487,5284,18,Enterprise,149.99,2026-06-14,,Active
2488,5284,5,Pro,24.99,2026-06-06,,Active
2489,5286,9,Enterprise,149.99,2026-04-13,,Active
2490,5289,3,Pro,24.99,2025-08-17,,Active
2491,5290,7,Team,59.99,2026-04-09,,Active
2492,5291,1,Enterprise,149.99,2025-10-13,,Active
2493,5291,5,Basic,9.99,2025-02-23,,Active
2494,5297,29,Team,59.99,2026-01-10,,Active
2495,5300,3,Basic,9.99,2025-08-17,,Active
2496,5302,25,Team,59.99,2025-07-12,,Active
2497,5304,30,Basic,9.99,2026-04-14,2026-06-19,Cancelled
2498,5304,29,Basic,9.99,2026-04-04,,Active
2499,5307,24,Pro,24.99,2025-07-17,,Active
2500,5311,6,Basic,9.99,2026-04-06,,Active
2501,5312,24,Basic,9.99,2025-09-30,,Active
2502,5313,10,Enterprise,149.99,2026-01-14,,Active
2503,5313,18,Basic,9.99,2026-01-29,,Active
2504,5321,24,Basic,9.99,2025-07-13,2025-10-23,Cancelled
2505,5321,25,Basic,9.99,2025-07-24,,Active
2506,5322,7,Pro,24.99,2025-11-28,2026-02-21,Cancelled
2507,5325,28,Pro,24.99,2026-01-24,,Active
2508,5326,10,Pro,24.99,2025-12-02,2026-03-17,Cancelled
2509,5329,24,Pro,24.99,2026-01-04,2026-04-09,Cancelled
2510,5330,8,Pro,24.99,2026-01-06,,Active
2511,5331,25,Basic,9.99,2026-03-21,,Active
2512,5332,21,Basic,9.99,2026-04-01,,Active
2513,5333,23,Basic,9.99,2026-02-15,2026-05-20,Cancelled
2514,5338,25,Basic,9.99,2025-10-13,2026-01-22,Cancelled
2515,5339,16,Pro,24.99,2025-07-18,2025-08-31,Cancelled
2516,5340,22,Enterprise,149.99,2025-11-19,,Active
2517,5341,9,Enterprise,149.99,2025-04-13,,Active
2518,5341,20,Basic,9.99,2025-04-16,,Active
2519,5342,25,Basic,9.99,2026-02-13,,Active
2520,5345,11,Basic,9.99,2026-04-13,,Active
2521,5347,9,Basic,9.99,2025-04-04,,Active
2522,5349,7,Basic,9.99,2026-03-10,,Active
2523,5351,16,Pro,24.99,2026-01-27,,Active
2524,5352,23,Pro,24.99,2026-03-20,,Active
2525,5352,23,Pro,24.99,2026-01-21,2026-05-06,Cancelled
2526,5353,29,Basic,9.99,2026-04-23,,Active
2527,5354,10,Team,59.99,2025-11-17,,Active
2528,5355,9,Team,59.99,2025-10-11,,Active
2529,5357,21,Team,59.99,2026-04-25,,Active
2530,5359,23,Pro,24.99,2025-09-20,,Active
2531,5365,21,Basic,9.99,2025-12-02,2026-01-26,Cancelled
2532,5365,5,Team,59.99,2026-04-04,,Active
2533,5370,3,Basic,9.99,2025-08-25,,Active
2534,5370,4,Basic,9.99,2025-09-04,,Active
2535,5371,20,Pro,24.99,2025-12-05,,Active
2536,5374,19,Team,59.99,2025-09-03,,Active
2537,5375,24,Pro,24.99,2026-01-08,,Active
2538,5379,12,Basic,9.99,2026-01-04,,Active
2539,5381,19,Pro,24.99,2025-07-15,,Active
2540,5388,10,Pro,24.99,2026-04-28,,Active
2541,5388,26,Basic,9.99,2025-10-13,2026-01-20,Cancelled
2542,5389,22,Pro,24.99,2025-05-02,,Active
2543,5390,24,Basic,9.99,2026-02-24,,Active
2544,5390,6,Basic,9.99,2025-12-22,,Active
2545,5393,24,Basic,9.99,2025-12-24,2026-05-28,Cancelled
2546,5394,5,Pro,24.99,2026-06-09,,Active
2547,5399,28,Team,59.99,2026-01-29,,Active
2548,5400,14,Basic,9.99,2026-02-18,,Active
2549,5400,16,Team,59.99,2026-04-18,,Active
2550,5403,18,Basic,9.99,2026-02-05,2026-04-19,Cancelled
2551,5404,29,Team,59.99,2025-08-04,,Active
2552,5405,24,Basic,9.99,2026-04-04,,Active
2553,5405,2,Basic,9.99,2026-06-04,,Active
2554,5407,22,Pro,24.99,2026-03-25,2026-04-30,Cancelled
2555,5409,30,Basic,9.99,2025-04-12,,Active
2556,5413,29,Basic,9.99,2026-04-08,,Active
2557,5413,29,Pro,24.99,2026-06-20,,Active
2558,5414,6,Basic,9.99,2025-09-06,,Active
2559,5414,14,Basic,9.99,2025-11-08,,Active
2560,5417,21,Basic,9.99,2026-01-11,,Active
2561,5419,29,Pro,24.99,2025-05-23,,Active
2562,5422,1,Enterprise,149.99,2025-07-16,,Active
2563,5428,24,Basic,9.99,2025-06-25,,Active
2564,5428,22,Basic,9.99,2025-09-30,2025-11-26,Cancelled
2565,5429,8,Basic,9.99,2026-06-02,,Active
2566,5431,21,Basic,9.99,2025-06-12,,Active
2567,5432,4,Team,59.99,2026-01-07,2026-06-01,Cancelled
2568,5433,6,Pro,24.99,2025-03-24,,Active
2569,5435,8,Basic,9.99,2025-11-12,,Active
2570,5437,25,Basic,9.99,2026-01-17,,Active
2571,5438,3,Team,59.99,2025-10-14,,Active
2572,5440,11,Team,59.99,2025-11-01,,Active
2573,5446,21,Pro,24.99,2025-01-27,,Active
2574,5448,25,Team,59.99,2025-08-27,,Active
2575,5449,15,Basic,9.99,2026-05-14,,Active
2576,5457,1,Pro,24.99,2026-05-28,,Active
2577,5457,2,Basic,9.99,2026-05-12,,Active
2578,5458,1,Basic,9.99,2026-06-09,,Active
2579,5460,15,Basic,9.99,2025-09-26,,Active
2580,5460,15,Pro,24.99,2025-06-15,2025-08-06,Cancelled
2581,5461,28,Basic,9.99,2025-05-14,,Active
2582,5461,14,Basic,9.99,2025-06-12,,Active
2583,5463,11,Basic,9.99,2026-04-09,,Active
2584,5464,10,Pro,24.99,2026-06-03,,Active
2585,5464,19,Pro,24.99,2026-03-26,,Active
2586,5466,24,Basic,9.99,2025-06-21,,Active
2587,5469,11,Team,59.99,2026-02-13,,Active
2588,5473,14,Team,59.99,2026-04-03,,Active
2589,5475,8,Pro,24.99,2026-06-17,,Active
2590,5475,11,Basic,9.99,2025-12-17,,Active
2591,5479,6,Basic,9.99,2026-04-23,,Active
2592,5480,27,Pro,24.99,2026-01-25,2026-05-19,Cancelled
2593,5480,9,Team,59.99,2025-11-21,2026-05-02,Cancelled
2594,5481,20,Pro,24.99,2025-10-30,,Active
2595,5482,1,Team,59.99,2026-06-15,,Active
2596,5482,2,Basic,9.99,2026-05-14,,Active
2597,5487,10,Pro,24.99,2026-06-08,,Active
2598,5488,19,Basic,9.99,2025-12-21,,Active
2599,5488,2,Pro,24.99,2025-09-24,2025-12-25,Cancelled
2600,5493,24,Pro,24.99,2025-08-31,2025-10-14,Cancelled
2601,5500,2,Team,59.99,2026-05-22,,Active
2602,5504,19,Pro,24.99,2025-10-10,,Active
2603,5504,19,Pro,24.99,2025-08-23,,Active
2604,5505,14,Pro,24.99,2026-01-17,,Active
2605,5505,7,Team,59.99,2025-06-12,2025-09-11,Cancelled
2606,5506,22,Basic,9.99,2025-06-16,,Active
2607,5507,18,Pro,24.99,2025-05-10,,Active
2608,5508,21,Team,59.99,2025-07-05,,Active
2609,5510,1,Team,59.99,2025-09-08,,Active
2610,5511,6,Pro,24.99,2026-04-17,,Active
2611,5513,25,Basic,9.99,2026-06-10,,Active
2612,5513,10,Basic,9.99,2026-03-18,,Active
2613,5517,3,Basic,9.99,2025-05-27,,Active
2614,5518,18,Team,59.99,2025-02-22,2025-08-13,Cancelled
2615,5522,20,Basic,9.99,2026-02-04,,Active
2616,5522,21,Pro,24.99,2026-06-24,,Active
2617,5524,5,Basic,9.99,2026-02-28,,Active
2618,5530,2,Team,59.99,2025-12-16,,Active
2619,5534,25,Pro,24.99,2025-10-20,2026-01-11,Cancelled
2620,5534,7,Basic,9.99,2026-01-01,,Active
2621,5538,11,Pro,24.99,2026-04-08,,Active
2622,5539,6,Pro,24.99,2025-05-18,2025-06-23,Cancelled
2623,5540,20,Team,59.99,2025-09-18,,Active
2624,5541,21,Basic,9.99,2025-07-21,2025-12-27,Cancelled
2625,5543,22,Basic,9.99,2025-03-03,,Active
2626,5545,7,Team,59.99,2025-12-24,,Active
2627,5545,3,Team,59.99,2025-12-11,,Active
2628,5554,9,Basic,9.99,2025-08-22,,Active
2629,5555,8,Enterprise,149.99,2026-05-29,,Active
2630,5556,6,Pro,24.99,2026-03-03,,Active
2631,5557,25,Pro,24.99,2026-04-16,,Active
2632,5559,14,Basic,9.99,2026-03-21,,Active
2633,5560,22,Pro,24.99,2025-04-29,,Active
2634,5562,9,Basic,9.99,2026-03-04,,Active
2635,5565,6,Team,59.99,2025-11-04,,Active
2636,5566,15,Basic,9.99,2026-06-11,,Active
2637,5567,22,Basic,9.99,2025-10-26,,Active
2638,5568,19,Team,59.99,2025-11-11,,Active
2639,5569,10,Basic,9.99,2025-03-06,,Active
2640,5569,25,Team,59.99,2025-12-14,,Active
2641,5570,5,Pro,24.99,2026-06-30,,Active
2642,5571,24,Pro,24.99,2025-04-30,,Active
2643,5571,5,Basic,9.99,2025-03-11,2025-08-14,Cancelled
2644,5576,8,Basic,9.99,2026-06-10,,Active
2645,5578,11,Basic,9.99,2025-04-18,,Active
2646,5582,3,Basic,9.99,2025-07-22,2025-11-26,Cancelled
2647,5582,1,Basic,9.99,2025-02-18,,Active
2648,5592,8,Pro,24.99,2025-10-01,,Active
2649,5592,28,Pro,24.99,2026-03-09,,Active
2650,5593,7,Pro,24.99,2026-02-10,,Active
2651,5598,5,Pro,24.99,2026-06-22,,Active
2652,5598,29,Team,59.99,2026-06-20,,Active
2653,5600,3,Pro,24.99,2025-11-08,,Active
2654,5602,23,Basic,9.99,2025-10-18,,Active
2655,5606,24,Pro,24.99,2026-02-23,,Active
2656,5609,20,Basic,9.99,2025-12-04,,Active
2657,5609,19,Pro,24.99,2026-02-16,,Active
2658,5610,18,Team,59.99,2026-01-23,,Active
2659,5611,4,Basic,9.99,2026-05-18,,Active
2660,5616,7,Team,59.99,2026-06-28,,Active
2661,5618,9,Team,59.99,2025-06-06,,Active
2662,5621,10,Basic,9.99,2026-01-02,,Active
2663,5622,25,Basic,9.99,2025-03-19,,Active
2664,5622,11,Pro,24.99,2025-07-24,,Active
2665,5623,20,Basic,9.99,2025-02-12,,Active
2666,5624,7,Basic,9.99,2025-10-09,2025-11-28,Cancelled
2667,5625,11,Basic,9.99,2026-02-20,,Active
2668,5626,11,Team,59.99,2026-02-12,2026-04-09,Cancelled
2669,5627,2,Basic,9.99,2026-06-15,,Active
2670,5627,10,Basic,9.99,2026-05-11,,Active
2671,5631,12,Pro,24.99,2026-06-24,,Active
2672,5633,11,Team,59.99,2026-04-09,,Active
2673,5637,19,Basic,9.99,2026-01-21,,Active
2674,5640,22,Pro,24.99,2025-05-13,,Active
2675,5641,22,Basic,9.99,2026-05-15,,Active
2676,5641,22,Basic,9.99,2026-05-07,,Active
2677,5642,21,Enterprise,149.99,2025-09-30,,Active
2678,5646,6,Basic,9.99,2026-06-06,,Active
2679,5658,11,Pro,24.99,2025-09-21,,Active
2680,5659,8,Team,59.99,2025-08-03,,Active
2681,5660,2,Basic,9.99,2025-11-17,2026-02-08,Cancelled
2682,5660,19,Pro,24.99,2025-11-10,,Active
2683,5661,7,Basic,9.99,2026-02-03,,Active
2684,5661,11,Basic,9.99,2025-09-06,,Active
2685,5664,23,Basic,9.99,2026-01-25,,Active
2686,5665,25,Team,59.99,2025-03-23,,Active
2687,5668,14,Team,59.99,2026-04-10,,Active
2688,5669,19,Basic,9.99,2025-10-05,,Active
2689,5672,20,Team,59.99,2025-09-27,,Active
2690,5681,12,Pro,24.99,2025-02-28,,Active
2691,5681,16,Pro,24.99,2025-05-17,,Active
2692,5686,8,Basic,9.99,2025-09-23,,Active
2693,5686,21,Basic,9.99,2026-01-26,,Active
2694,5688,21,Pro,24.99,2026-04-06,,Active
2695,5691,10,Pro,24.99,2025-05-24,,Active
2696,5692,28,Team,59.99,2026-06-25,,Active
2697,5696,25,Basic,9.99,2026-06-27,,Active
2698,5697,5,Basic,9.99,2025-04-23,2025-10-12,Cancelled
2699,5698,5,Basic,9.99,2025-08-12,,Active
2700,5701,23,Basic,9.99,2025-09-08,,Active
2701,5701,20,Team,59.99,2025-08-18,,Active
2702,5702,4,Basic,9.99,2026-04-10,,Active
2703,5702,20,Pro,24.99,2026-05-20,,Active
2704,5703,11,Pro,24.99,2025-09-17,,Active
2705,5703,11,Pro,24.99,2025-12-27,,Active
2706,5704,9,Basic,9.99,2025-11-04,,Active
2707,5704,25,Basic,9.99,2025-07-10,,Active
2708,5706,3,Team,59.99,2026-03-18,2026-06-08,Cancelled
2709,5707,18,Basic,9.99,2026-04-07,,Active
2710,5707,19,Pro,24.99,2026-03-13,,Active
2711,5710,4,Pro,24.99,2026-01-04,2026-06-02,Cancelled
2712,5710,7,Basic,9.99,2026-02-24,2026-06-09,Cancelled
2713,5712,7,Basic,9.99,2026-06-19,,Active
2714,5714,10,Basic,9.99,2026-06-02,,Active
2715,5718,29,Pro,24.99,2025-08-23,,Active
2716,5721,11,Basic,9.99,2026-02-09,,Active
2717,5723,29,Pro,24.99,2025-10-13,,Active
2718,5725,19,Basic,9.99,2025-12-22,2026-05-04,Cancelled
2719,5727,19,Basic,9.99,2025-12-16,,Active
2720,5727,9,Pro,24.99,2026-03-20,,Active
2721,5728,13,Basic,9.99,2026-06-04,,Active
2722,5728,25,Team,59.99,2026-03-25,,Active
2723,5729,4,Basic,9.99,2026-04-24,,Active
2724,5732,20,Enterprise,149.99,2025-11-19,,Active
2725,5735,7,Basic,9.99,2025-10-08,,Active
2726,5742,30,Basic,9.99,2026-05-17,,Active
2727,5748,22,Pro,24.99,2025-08-25,2025-11-27,Cancelled
2728,5750,21,Pro,24.99,2026-04-29,,Active
2729,5752,6,Basic,9.99,2025-08-13,,Active
2730,5752,15,Basic,9.99,2025-05-18,,Active
2731,5753,21,Pro,24.99,2025-07-24,,Active
2732,5757,1,Pro,24.99,2026-04-21,,Active
2733,5762,2,Pro,24.99,2025-03-17,,Active
2734,5762,1,Pro,24.99,2025-01-21,,Active
2735,5765,8,Basic,9.99,2026-02-28,,Active
2736,5765,23,Team,59.99,2026-05-06,,Active
2737,5767,24,Team,59.99,2025-03-15,2025-07-30,Cancelled
2738,5771,13,Pro,24.99,2025-11-13,,Active
2739,5772,16,Pro,24.99,2026-03-28,,Active
2740,5778,9,Pro,24.99,2026-06-04,,Active
2741,5781,20,Basic,9.99,2026-06-22,,Active
2742,5781,9,Basic,9.99,2026-03-21,,Active
2743,5782,24,Enterprise,149.99,2025-06-07,,Active
2744,5782,24,Basic,9.99,2025-07-03,2025-09-07,Cancelled
2745,5783,11,Basic,9.99,2026-02-16,,Active
2746,5784,23,Pro,24.99,2026-06-16,,Active
2747,5785,3,Basic,9.99,2026-03-13,,Active
2748,5786,10,Basic,9.99,2026-06-07,,Active
2749,5787,8,Pro,24.99,2025-10-04,,Active
2750,5788,28,Basic,9.99,2026-05-08,,Active
2751,5790,27,Enterprise,149.99,2026-06-07,,Active
2752,5791,11,Pro,24.99,2026-04-02,,Active
2753,5793,8,Basic,9.99,2025-05-20,,Active
2754,5797,20,Pro,24.99,2026-06-20,,Active
2755,5797,1,Basic,9.99,2025-12-17,,Active
2756,5798,7,Pro,24.99,2025-12-27,,Active
2757,5798,10,Basic,9.99,2026-05-19,,Active
2758,5800,6,Basic,9.99,2025-12-11,,Active
2759,5804,3,Basic,9.99,2026-02-14,,Active
2760,5806,14,Pro,24.99,2025-07-10,,Active
2761,5806,16,Pro,24.99,2025-11-02,,Active
2762,5807,17,Basic,9.99,2025-12-17,,Active
2763,5808,9,Enterprise,149.99,2025-10-04,,Active
2764,5809,4,Pro,24.99,2026-02-18,,Active
2765,5812,3,Basic,9.99,2026-02-17,2026-06-17,Cancelled
2766,5814,6,Basic,9.99,2025-12-24,,Active
2767,5815,7,Pro,24.99,2026-04-03,,Active
2768,5817,22,Pro,24.99,2025-11-21,,Active
2769,5823,7,Team,59.99,2025-09-28,,Active
2770,5823,19,Basic,9.99,2026-01-18,,Active
2771,5824,21,Basic,9.99,2025-08-26,,Active
2772,5825,8,Basic,9.99,2026-05-29,,Active
2773,5828,11,Pro,24.99,2025-10-22,,Active
2774,5829,18,Pro,24.99,2026-04-24,,Active
2775,5831,18,Basic,9.99,2026-01-12,,Active
2776,5833,27,Pro,24.99,2025-08-03,2025-10-18,Cancelled
2777,5838,3,Basic,9.99,2025-08-17,,Active
2778,5839,5,Team,59.99,2025-10-31,,Active
2779,5840,30,Basic,9.99,2026-03-18,,Active
2780,5842,25,Pro,24.99,2025-07-14,,Active
2781,5844,10,Basic,9.99,2025-06-10,,Active
2782,5845,5,Team,59.99,2026-01-16,,Active
2783,5846,3,Team,59.99,2026-05-29,,Active
2784,5848,26,Basic,9.99,2025-05-13,,Active
2785,5848,13,Pro,24.99,2025-09-14,,Active
2786,5851,4,Basic,9.99,2026-04-26,,Active
2787,5851,3,Basic,9.99,2026-03-03,,Active
2788,5853,4,Enterprise,149.99,2026-05-19,,Active
2789,5854,28,Basic,9.99,2025-08-28,,Active
2790,5854,7,Basic,9.99,2025-07-25,,Active
2791,5859,11,Basic,9.99,2026-02-06,,Active
2792,5860,23,Basic,9.99,2026-04-06,,Active
2793,5868,3,Basic,9.99,2025-08-26,,Active
2794,5868,1,Pro,24.99,2025-11-25,,Active
2795,5869,5,Basic,9.99,2025-08-18,,Active
2796,5871,8,Pro,24.99,2025-08-20,,Active
2797,5872,11,Pro,24.99,2026-01-30,,Active
2798,5872,10,Pro,24.99,2026-04-16,,Active
2799,5874,3,Basic,9.99,2026-06-26,,Active
2800,5877,20,Enterprise,149.99,2025-06-10,,Active
2801,5877,8,Basic,9.99,2025-10-24,,Active
2802,5878,5,Team,59.99,2026-05-18,,Active
2803,5880,23,Basic,9.99,2026-06-22,,Active
2804,5883,21,Pro,24.99,2026-05-04,,Active
2805,5884,10,Basic,9.99,2026-01-16,,Active
2806,5886,4,Enterprise,149.99,2025-09-21,2026-02-24,Cancelled
2807,5888,30,Pro,24.99,2026-02-17,,Active
2808,5888,30,Basic,9.99,2026-01-10,,Active
2809,5891,8,Team,59.99,2025-11-18,2026-02-07,Cancelled
2810,5895,20,Pro,24.99,2025-11-23,,Active
2811,5897,13,Team,59.99,2025-10-16,,Active
2812,5897,24,Team,59.99,2026-05-20,,Active
2813,5899,15,Basic,9.99,2025-09-27,,Active
2814,5900,8,Pro,24.99,2025-08-08,,Active
2815,5900,7,Pro,24.99,2025-11-19,2026-04-20,Cancelled
2816,5903,3,Basic,9.99,2025-09-30,,Active
2817,5903,21,Team,59.99,2025-08-13,,Active
2818,5906,23,Pro,24.99,2025-12-26,,Active
2819,5907,16,Basic,9.99,2025-11-27,,Active
2820,5910,10,Basic,9.99,2025-08-21,,Active
2821,5910,28,Basic,9.99,2025-08-24,,Active
2822,5911,6,Basic,9.99,2025-08-10,,Active
2823,5913,25,Pro,24.99,2025-12-22,,Active
2824,5914,22,Basic,9.99,2025-05-21,,Active
2825,5915,6,Pro,24.99,2025-10-27,,Active
2826,5918,28,Pro,24.99,2026-01-30,,Active
2827,5923,24,Team,59.99,2026-06-19,,Active
2828,5923,24,Pro,24.99,2026-06-02,,Active
2829,5924,21,Team,59.99,2026-02-11,,Active
2830,5925,2,Basic,9.99,2026-04-29,,Active
2831,5925,3,Basic,9.99,2025-09-06,,Active
2832,5928,21,Basic,9.99,2026-06-01,,Active
2833,5932,28,Basic,9.99,2025-08-17,,Active
2834,5933,27,Basic,9.99,2026-06-25,,Active
2835,5939,2,Pro,24.99,2025-12-23,,Active
2836,5939,20,Team,59.99,2025-12-31,,Active
2837,5941,19,Pro,24.99,2026-01-21,,Active
2838,5941,19,Basic,9.99,2025-09-24,,Active
2839,5942,3,Pro,24.99,2025-12-09,,Active
2840,5944,21,Pro,24.99,2026-05-25,,Active
2841,5944,19,Pro,24.99,2026-06-03,,Active
2842,5945,13,Team,59.99,2026-02-20,,Active
2843,5950,23,Pro,24.99,2026-03-15,,Active
2844,5954,29,Basic,9.99,2025-06-30,,Active
2845,5956,11,Basic,9.99,2025-11-17,,Active
2846,5962,20,Basic,9.99,2025-07-15,,Active
2847,5965,17,Enterprise,149.99,2026-04-24,,Active
2848,5974,3,Basic,9.99,2026-04-15,,Active
2849,5974,4,Basic,9.99,2026-02-14,,Active
2850,5976,11,Pro,24.99,2026-03-10,,Active
2851,5976,19,Basic,9.99,2026-06-20,,Active
2852,5977,7,Pro,24.99,2025-10-29,,Active
2853,5983,15,Basic,9.99,2026-03-10,,Active
2854,5987,23,Basic,9.99,2026-02-10,,Active
2855,5988,25,Basic,9.99,2025-10-02,,Active
2856,5989,25,Basic,9.99,2025-08-17,,Active
2857,5990,11,Basic,9.99,2026-06-20,,Active
2858,5996,24,Basic,9.99,2026-01-27,,Active
2859,5998,20,Basic,9.99,2026-03-13,,Active
2860,5999,14,Enterprise,149.99,2026-04-10,,Active
2861,5999,7,Team,59.99,2026-05-21,,Active
2862,6007,20,Enterprise,149.99,2025-11-20,2026-02-24,Cancelled
2863,6008,10,Basic,9.99,2025-07-25,,Active
2864,6008,9,Basic,9.99,2025-11-05,,Active
2865,6009,14,Pro,24.99,2026-06-10,,Active
2866,6019,5,Basic,9.99,2025-05-17,,Active
2867,6019,15,Basic,9.99,2025-09-09,,Active
2868,6023,14,Team,59.99,2025-02-28,,Active
2869,6025,10,Pro,24.99,2025-05-20,,Active
2870,6027,14,Pro,24.99,2026-02-23,,Active
2871,6028,14,Team,59.99,2026-01-19,,Active
2872,6029,6,Pro,24.99,2026-05-31,,Active
2873,6029,24,Basic,9.99,2026-03-03,,Active
2874,6031,27,Pro,24.99,2025-12-04,,Active
2875,6032,8,Pro,24.99,2025-12-16,,Active
2876,6032,28,Basic,9.99,2025-04-11,,Active
2877,6034,1,Basic,9.99,2026-01-31,,Active
2878,6035,9,Basic,9.99,2026-04-06,,Active
2879,6038,10,Pro,24.99,2025-07-24,,Active
2880,6039,1,Pro,24.99,2026-06-18,,Active
2881,6044,15,Pro,24.99,2025-06-12,,Active
2882,6045,17,Pro,24.99,2026-01-07,,Active
2883,6049,8,Pro,24.99,2025-10-19,,Active
2884,6050,28,Pro,24.99,2026-05-24,,Active
2885,6055,15,Basic,9.99,2025-11-29,,Active
2886,6064,22,Basic,9.99,2025-06-23,2025-10-22,Cancelled
2887,6065,2,Enterprise,149.99,2025-12-09,,Active
2888,6068,5,Basic,9.99,2026-06-15,,Active
2889,6076,7,Basic,9.99,2026-02-19,,Active
2890,6077,18,Pro,24.99,2026-04-06,,Active
2891,6083,27,Team,59.99,2025-12-20,,Active
2892,6085,25,Pro,24.99,2026-05-30,,Active
2893,6085,5,Pro,24.99,2026-05-15,,Active
2894,6088,2,Basic,9.99,2025-11-09,,Active
2895,6088,1,Basic,9.99,2026-02-17,,Active
2896,6089,25,Basic,9.99,2025-10-30,,Active
2897,6091,7,Basic,9.99,2026-01-16,,Active
2898,6091,24,Basic,9.99,2026-06-29,,Active
2899,6092,7,Basic,9.99,2026-04-29,,Active
2900,6094,29,Pro,24.99,2025-09-23,,Active
2901,6097,3,Enterprise,149.99,2026-03-29,,Active
2902,6098,5,Basic,9.99,2025-10-21,,Active
2903,6102,4,Pro,24.99,2025-09-11,,Active
2904,6103,8,Basic,9.99,2026-06-20,,Active
2905,6104,21,Enterprise,149.99,2026-04-11,,Active
2906,6105,24,Pro,24.99,2025-05-12,2025-07-05,Cancelled
2907,6107,2,Enterprise,149.99,2025-10-14,2026-02-15,Cancelled
2908,6108,24,Team,59.99,2025-11-24,,Active
2909,6108,24,Team,59.99,2025-11-21,,Active
2910,6111,26,Basic,9.99,2025-09-01,,Active
2911,6112,7,Pro,24.99,2026-02-06,2026-06-30,Cancelled
2912,6117,19,Pro,24.99,2026-05-18,,Active
2913,6118,24,Basic,9.99,2026-03-26,,Active
2914,6118,24,Basic,9.99,2026-03-30,,Active
2915,6121,13,Pro,24.99,2025-07-28,,Active
2916,6128,10,Team,59.99,2026-03-13,,Active
2917,6128,10,Basic,9.99,2026-03-09,,Active
2918,6136,11,Team,59.99,2026-03-30,,Active
2919,6137,10,Basic,9.99,2026-03-19,,Active
2920,6138,10,Pro,24.99,2026-02-05,,Active
2921,6138,30,Basic,9.99,2025-07-18,,Active
2922,6144,29,Pro,24.99,2026-01-25,2026-05-01,Cancelled
2923,6145,24,Pro,24.99,2026-02-20,,Active
2924,6145,24,Basic,9.99,2026-06-13,,Active
2925,6148,29,Pro,24.99,2025-06-29,,Active
2926,6148,30,Pro,24.99,2025-10-31,,Active
2927,6151,17,Basic,9.99,2025-07-29,,Active
